obs_mean,obs_var,act_mean,act_var,cumulative_reward,cumulative_cost,reward_mean,reward_var,cost_mean,cost_var,terminal,timeout,trajectory_length
"[ 1.12556517e-01 -1.15520373e-01  9.80997181e+00  2.19598040e-01
 -4.64310870e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.25061893e+00 -1.74338277e-02 -1.37625365e-02  0.00000000e+00
  1.17146805e-01  4.58456539e-02  2.52666492e-02  2.34992784e-02
  2.34547146e-02  2.44876612e-02  2.58012172e-02  2.52980478e-02
  2.04928275e-02  1.55545492e-02  1.40261324e-02  1.11249043e-02
  5.13786590e-03  1.79025426e-03  1.76905934e-02  1.01416394e-01
  1.50140628e-01  1.88208774e-01  2.20760167e-01  2.47856513e-01
  2.54710019e-01  2.26106137e-01  1.87785536e-01  1.49736166e-01
  1.69955671e-01  1.94931895e-01  1.99789464e-01  2.00869173e-01
  1.92124158e-01  1.98930070e-01  1.85080007e-01  1.38782531e-01
  1.03521951e-01  1.00807428e-01  5.05406186e-02  5.80877662e-02
  8.10922757e-02  8.41987655e-02  7.01093301e-02  5.41420318e-02
  5.49454130e-02  6.63871020e-02  6.18734360e-02  5.38336709e-02
  6.13176785e-02  8.18634480e-02  7.85691366e-02  6.26496896e-02]","[6.1184359e+00 1.8169899e+01 8.1854523e-10 2.9177797e-01 6.3442558e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9308645e+00 1.0848183e-01
 1.4102478e-01 0.0000000e+00 6.0241230e-02 2.0481933e-02 1.0229504e-02
 9.2381453e-03 8.9952582e-03 9.3544992e-03 9.7763119e-03 1.0005959e-02
 7.5102793e-03 5.7575889e-03 5.2598948e-03 3.9600576e-03 1.2523467e-03
 1.5020825e-04 3.2164310e-03 5.2750714e-02 4.6556037e-02 6.0477491e-02
 7.0593551e-02 7.8937881e-02 8.1787139e-02 6.8650238e-02 5.7734158e-02
 4.8587967e-02 5.3724278e-02 6.7200378e-02 7.1680784e-02 7.1868926e-02
 6.9972135e-02 7.0740305e-02 6.0888607e-02 4.1659299e-02 5.9290044e-02
 5.9764590e-02 2.0647516e-02 2.3863617e-02 3.6773082e-02 3.5039157e-02
 2.9163005e-02 2.3723956e-02 2.3771903e-02 3.0069742e-02 2.8060514e-02
 2.3139181e-02 2.7604574e-02 3.5647877e-02 3.3589564e-02 2.5430137e-02]",[0.13218549 0.74377674],[0.37651968 0.2076413 ],5.649234,0.0,0.0056492337,0.004292653,0.0,0.0,False,True,1000
"[ 0.19702874  0.22596875  9.809972    0.33218393 -0.10387229  0.
  0.          0.          1.9776553  -0.03607381  0.02861284  0.
  0.27028656  0.13177186  0.07845329  0.06545397  0.05777152  0.04969418
  0.04163177  0.03721844  0.03473743  0.03450416  0.03478924  0.03326393
  0.03068     0.03156419  0.05638283  0.22126187  0.21518815  0.23789147
  0.22292773  0.210916    0.21287383  0.22589824  0.19749293  0.17389235
  0.17366223  0.1707727   0.17606276  0.19482274  0.21185161  0.22671416
  0.21589518  0.18962385  0.05228141  0.05074467  0.0307588   0.03601119
  0.06562265  0.06055836  0.03541889  0.02842269  0.02831807  0.03682122
  0.04279282  0.0386761   0.04048495  0.03732509  0.03284003  0.03995832]","[5.9547348e+00 2.6181303e+01 8.1854523e-10 2.5983751e-01 7.1465708e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.7863891e+00 1.2915929e-01
 1.1872071e-01 0.0000000e+00 1.0214199e-01 4.4676796e-02 3.4850363e-02
 2.8101079e-02 2.5134794e-02 2.1899242e-02 1.8953620e-02 1.8280162e-02
 1.6430387e-02 1.6219394e-02 1.6484395e-02 1.5508116e-02 1.4171875e-02
 1.4341141e-02 2.0530967e-02 7.6897673e-02 5.4680619e-02 6.1723817e-02
 5.9776358e-02 5.6611992e-02 6.0047261e-02 6.5907218e-02 5.6200031e-02
 6.0531329e-02 6.4657830e-02 6.3756660e-02 6.6294327e-02 7.3335156e-02
 7.4064247e-02 7.9463206e-02 7.3383257e-02 5.6706946e-02 1.4820017e-02
 1.5173427e-02 7.6036775e-03 6.5440745e-03 1.8108735e-02 1.3692295e-02
 9.8463045e-03 9.3091084e-03 9.4530275e-03 1.3010860e-02 1.7532155e-02
 1.3751462e-02 1.6150778e-02 1.3037735e-02 1.1171741e-02 1.1651131e-02]",[0.20121741 0.651266  ],[0.41886616 0.3061677 ],13.1390505,0.0,0.01313905,0.0072690304,0.0,0.0,False,True,1000
"[ 6.5393692e-01  2.9784679e-01  9.8099718e+00  5.6023639e-01
 -2.8116322e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.7159362e+00  1.1255372e-02 -3.3254687e-02  0.0000000e+00
  3.3621100e-01  1.5261826e-01  8.0650225e-02  7.5095676e-02
  6.8334073e-02  5.9953995e-02  4.9571875e-02  3.5103288e-02
  1.7456891e-02  7.9560755e-03  7.6921643e-03  8.3902283e-03
  1.0123901e-02  1.1932422e-02  4.7331311e-02  2.6632139e-01
  4.3881840e-01  4.7672653e-01  4.5869312e-01  4.3883580e-01
  4.5632589e-01  4.3383896e-01  3.5372764e-01  3.2742915e-01
  3.2078966e-01  3.5505477e-01  3.7812528e-01  3.3979696e-01
  3.5224864e-01  4.0022781e-01  4.0579432e-01  3.8438320e-01
  1.2965544e-01  7.5228721e-02  4.4111632e-02  3.0929213e-02
  3.0389162e-02  2.8656628e-02  2.7822068e-02  4.5119815e-02
  9.9658348e-02  1.2408949e-01  8.1083223e-02  4.8780806e-02
  4.7680374e-02  5.2059047e-02  6.2701173e-02  1.1823769e-01]","[4.85325098e+00 2.89984932e+01 8.18545232e-10 2.21975684e-01
 4.71324548e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.45278502e+00 1.47910327e-01 1.00857131e-01 0.00000000e+00
 1.09812789e-01 3.62930447e-02 2.99476590e-02 2.87583154e-02
 2.67414320e-02 2.47149132e-02 2.21039839e-02 1.58069413e-02
 7.60476664e-03 3.35833081e-03 3.64127988e-03 4.05130815e-03
 4.67106607e-03 5.52137475e-03 1.51988016e-02 7.49059021e-02
 5.95939569e-02 6.31487444e-02 5.44435233e-02 5.41458353e-02
 5.47346435e-02 6.64308518e-02 7.91509822e-02 8.60026032e-02
 7.75969774e-02 8.24405551e-02 9.01314095e-02 8.61511678e-02
 8.70761722e-02 7.08937123e-02 6.32895902e-02 6.02989085e-02
 4.43544202e-02 2.18274873e-02 1.12420805e-02 8.25080276e-03
 8.46095011e-03 8.43987521e-03 8.52774736e-03 1.38102826e-02
 4.14730012e-02 5.47614396e-02 3.66852731e-02 2.50886586e-02
 2.42525637e-02 2.71995515e-02 2.85371784e-02 4.41356786e-02]",[0.44021812 0.5687682 ],[0.3741172  0.38133833],14.942306,30.0,0.014942305,0.008348988,0.03,0.029100003,False,True,1000
"[ 0.28960565  0.18144406  9.809972    0.2995543  -0.12700988  0.
  0.          0.          2.1786306   0.04299694 -0.02010939  0.
  0.1788177   0.08814833  0.06196549  0.05729229  0.05489242  0.05115905
  0.0486104   0.04314561  0.03412864  0.02592716  0.01876763  0.01621321
  0.01748574  0.02059773  0.04833776  0.16052231  0.20897034  0.1970686
  0.23569952  0.25077465  0.23645204  0.257711    0.25823873  0.24576177
  0.25080708  0.2505612   0.2407761   0.2468282   0.25725484  0.2750327
  0.25678     0.21654126  0.0319882   0.04262749  0.04988223  0.04301177
  0.04921718  0.0475413   0.03659156  0.04050656  0.03862222  0.03206294
  0.03476131  0.06569541  0.07542503  0.05012808  0.04635327  0.04126745]","[5.92294931e+00 2.02720222e+01 8.18545232e-10 2.65329838e-01
 7.03786761e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.17044854e+00 1.12415098e-01 1.35331750e-01 0.00000000e+00
 8.13630745e-02 2.96214540e-02 2.39864439e-02 2.16899086e-02
 2.07663160e-02 1.99514497e-02 2.01762076e-02 1.88328736e-02
 1.33791696e-02 1.02585629e-02 6.89827930e-03 6.03552349e-03
 6.23855693e-03 7.17781624e-03 1.62885468e-02 6.86895847e-02
 5.60364760e-02 4.86507006e-02 6.63739070e-02 6.85536787e-02
 6.61710352e-02 7.67618790e-02 7.75323659e-02 7.30630606e-02
 7.57652968e-02 7.64326900e-02 7.46492893e-02 7.83958212e-02
 7.68032297e-02 7.51037747e-02 6.95585981e-02 5.99967726e-02
 8.71944521e-03 1.05397515e-02 1.37678236e-02 1.04282536e-02
 1.72468740e-02 1.69904586e-02 1.26518169e-02 1.45174172e-02
 1.45795913e-02 1.21276146e-02 1.32535994e-02 2.44991519e-02
 3.01234592e-02 1.54304923e-02 1.76748261e-02 1.23255672e-02]",[0.20761402 0.7237112 ],[0.42027742 0.22847801],8.519053,14.0,0.008519053,0.0052715377,0.014,0.013804,False,True,1000
"[ 2.81242847e-01  2.58414805e-01  9.80997181e+00  3.39527786e-01
 -1.04611784e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.91920543e+00  3.45467851e-02 -1.15828705e-03  0.00000000e+00
  2.82477140e-01  1.34542793e-01  7.72887766e-02  6.93948939e-02
  6.76577762e-02  6.66126907e-02  5.86224198e-02  5.14546931e-02
  5.15771061e-02  4.70698476e-02  3.58700156e-02  2.67102700e-02
  2.72744838e-02  4.03376669e-02  5.74076772e-02  2.22052500e-01
  2.73398072e-01  2.54492730e-01  2.46595532e-01  2.63376623e-01
  3.20177823e-01  3.09289068e-01  2.07341328e-01  2.02718511e-01
  2.32213393e-01  2.53854424e-01  2.54735410e-01  2.48510897e-01
  2.64123976e-01  2.93457389e-01  2.99958080e-01  3.00077766e-01
  4.04609889e-02  5.73566891e-02  7.09857792e-02  4.34040204e-02
  2.23921221e-02  2.14140657e-02  2.18855310e-02  2.16369294e-02
  2.19445135e-02  4.15213779e-02  5.10124154e-02  3.92775983e-02
  4.18310016e-02  4.42499109e-02  3.88655625e-02  4.05173600e-02]","[5.7281933e+00 2.5150501e+01 8.1854523e-10 2.8063208e-01 6.5409742e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.9990377e+00 1.0972188e-01
 1.3908315e-01 0.0000000e+00 1.1793601e-01 4.3707620e-02 3.4868967e-02
 3.1182557e-02 3.2111622e-02 3.4483820e-02 3.0362831e-02 2.6812168e-02
 2.7063517e-02 2.5353249e-02 1.8607423e-02 1.4039559e-02 1.3782424e-02
 2.1505656e-02 2.4615768e-02 7.7898301e-02 6.3653439e-02 6.7547545e-02
 6.1758500e-02 6.0004532e-02 7.8526713e-02 7.1942657e-02 6.4651564e-02
 6.6726327e-02 7.4403182e-02 7.8374825e-02 7.8289054e-02 7.3248908e-02
 7.2773993e-02 7.4128754e-02 7.4912637e-02 6.6272132e-02 1.1633643e-02
 1.4936772e-02 1.8471422e-02 8.0505749e-03 4.2925389e-03 4.3856604e-03
 4.5515550e-03 4.4994801e-03 4.4581234e-03 1.0170596e-02 1.5183328e-02
 9.5670121e-03 1.0418017e-02 1.0592457e-02 1.0178830e-02 1.2293035e-02]",[0.2294509 0.6314553],[0.47478855 0.3321303 ],15.507404,22.0,0.015507405,0.008210833,0.022,0.021515997,False,True,1000
"[ 1.4767398e-01  9.6696354e-02  9.8099718e+00  2.5463897e-01
 -3.4925308e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.9950795e+00 -1.1521484e-03  6.7868337e-02  0.0000000e+00
  1.7434393e-01  5.9001479e-02  3.2585405e-02  3.1068590e-02
  3.2217421e-02  3.4653708e-02  3.6808141e-02  3.7536714e-02
  3.6100592e-02  2.9049924e-02  2.1370988e-02  1.8700041e-02
  1.7749963e-02  2.1010246e-02  4.7606267e-02  1.6776212e-01
  1.9879669e-01  2.3435101e-01  2.7463868e-01  2.5237200e-01
  2.1064858e-01  2.0226371e-01  2.2319183e-01  2.1300392e-01
  2.0107067e-01  1.8867972e-01  1.9928905e-01  2.2735199e-01
  2.5774089e-01  2.6867786e-01  2.2324146e-01  1.6781370e-01
  4.9062204e-02  6.2614605e-02  5.9870709e-02  5.2598208e-02
  5.1532064e-02  5.3593695e-02  5.3241603e-02  4.6929684e-02
  5.1135071e-02  5.0764170e-02  4.1613311e-02  3.5773393e-02
  2.8902063e-02  2.8884068e-02  3.8562521e-02  4.2761751e-02]","[6.01529741e+00 1.97675266e+01 8.18545232e-10 2.66873479e-01
 8.34864751e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.98293757e+00 1.21904746e-01 1.23487830e-01 0.00000000e+00
 8.56866017e-02 2.25856043e-02 1.58159044e-02 1.47734601e-02
 1.54644689e-02 1.63941551e-02 1.71035305e-02 1.73817892e-02
 1.67947263e-02 1.41546261e-02 1.06729427e-02 9.85600241e-03
 8.98206234e-03 9.90715809e-03 1.70811452e-02 7.64169991e-02
 5.55566773e-02 7.13907406e-02 8.18842575e-02 7.85558671e-02
 6.63739890e-02 6.71667084e-02 7.28783756e-02 7.05993548e-02
 6.76762387e-02 6.57449886e-02 6.46712705e-02 7.67906383e-02
 8.48672763e-02 9.11102071e-02 6.98266476e-02 4.84958552e-02
 1.45432791e-02 2.28182264e-02 2.08880156e-02 2.09003296e-02
 1.96135137e-02 2.06740610e-02 2.17979252e-02 1.69693083e-02
 1.98634509e-02 2.04788949e-02 1.86052695e-02 1.64488722e-02
 1.15226125e-02 1.14665292e-02 1.40893077e-02 1.58181451e-02]",[0.14751357 0.65797484],[0.39400643 0.3300982 ],8.172804,0.0,0.008172804,0.006318176,0.0,0.0,False,True,1000
"[ 0.26706287  0.01760071  9.809972    0.2922445  -0.0988448   0.
  0.          0.          1.404949   -0.05983216  0.08070413  0.
  0.21433046  0.0785943   0.04723145  0.04633635  0.04702425  0.04696755
  0.0420664   0.03560953  0.02727135  0.0210139   0.02003114  0.01915961
  0.01762916  0.02261804  0.16077685  0.30606186  0.33728254  0.36972985
  0.30531994  0.22809294  0.23405583  0.21262203  0.15869781  0.13477965
  0.13822544  0.17378514  0.24981566  0.27965006  0.22828943  0.262693
  0.26692474  0.2353694   0.09497973  0.08951413  0.08505465  0.12987368
  0.23980452  0.22462897  0.10728712  0.05654574  0.05176215  0.0509156
  0.04546497  0.0417956   0.05576913  0.0957244   0.09570606  0.08683027]","[6.2288408e+00 2.0826473e+01 8.1854523e-10 2.4171139e-01 4.3554660e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.5877733e+00 1.3920204e-01
 1.0070481e-01 0.0000000e+00 7.2075561e-02 2.3814892e-02 1.7770270e-02
 1.7474975e-02 1.7763119e-02 1.8252734e-02 1.6994622e-02 1.5785011e-02
 1.1804227e-02 9.0217600e-03 8.7370267e-03 8.4490217e-03 7.5831907e-03
 7.6429355e-03 5.0951567e-02 8.2331859e-02 8.5247576e-02 6.8580240e-02
 6.0599163e-02 6.5064341e-02 6.6817373e-02 7.2459355e-02 5.9928082e-02
 5.4817524e-02 5.3043295e-02 6.1659344e-02 6.6261441e-02 6.8762988e-02
 5.4824941e-02 6.5050080e-02 6.5068819e-02 5.7733703e-02 5.3529572e-02
 5.0397754e-02 4.8658658e-02 6.1996717e-02 1.2900305e-01 1.0403525e-01
 5.2018851e-02 3.2173313e-02 3.4444544e-02 3.4261655e-02 2.9281700e-02
 2.7087923e-02 3.0256175e-02 5.2872036e-02 4.6568371e-02 5.0905406e-02]",[0.18099771 0.4651239 ],[0.36105752 0.5069868 ],8.527971,0.0,0.008527971,0.004236974,0.0,0.0,False,True,1000
"[ 6.2228000e-01  9.7455221e-01  9.8099718e+00  5.4278058e-01
 -2.7180380e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.7606643e+00  7.5322837e-03  3.3544853e-02  0.0000000e+00
  3.4003574e-01  1.3433003e-01  7.5634137e-02  6.3437678e-02
  5.7790879e-02  5.9559405e-02  4.7783706e-02  2.5959283e-02
  2.2203045e-02  2.3707733e-02  1.8214716e-02  1.6002653e-02
  1.5694804e-02  1.6016023e-02  3.4542803e-02  2.7288723e-01
  3.3559403e-01  3.9120445e-01  4.3674833e-01  5.0050700e-01
  4.7876412e-01  4.2596638e-01  3.4214860e-01  3.0356157e-01
  2.9300907e-01  3.3437553e-01  3.6656699e-01  3.6917648e-01
  3.8933912e-01  4.0729436e-01  3.7361741e-01  3.2426316e-01
  7.2731584e-02  5.8403745e-02  3.1962890e-02  3.3199321e-02
  4.9579404e-02  6.7269064e-02  1.3535897e-01  1.5783425e-01
  9.1935143e-02  5.3119268e-02  4.2834446e-02  4.3088447e-02
  4.9698666e-02  5.9435297e-02  7.2040573e-02  7.3792383e-02]","[4.78327656e+00 2.90349197e+01 8.18545232e-10 2.77777404e-01
 6.47330135e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.26503921e+00 9.78954211e-02 1.50922552e-01 0.00000000e+00
 1.11124419e-01 3.68615426e-02 2.95805782e-02 2.48211063e-02
 2.34021377e-02 2.56241076e-02 2.30557323e-02 1.13394503e-02
 1.32066775e-02 1.45868799e-02 1.04298154e-02 8.66731163e-03
 8.38441029e-03 8.13148264e-03 7.83686806e-03 8.62092823e-02
 5.15971370e-02 4.92203161e-02 4.35791872e-02 3.96607555e-02
 5.17457500e-02 6.51301444e-02 7.85785317e-02 8.11336115e-02
 8.51292238e-02 8.75562504e-02 7.75820464e-02 8.10822770e-02
 7.77127817e-02 7.50351623e-02 6.87487051e-02 6.09950498e-02
 2.50546951e-02 2.21671946e-02 8.30143224e-03 8.80116131e-03
 1.49106542e-02 1.84298661e-02 5.84790222e-02 6.75728321e-02
 4.48391736e-02 2.73319036e-02 2.38736123e-02 2.37079766e-02
 2.62634140e-02 2.85663232e-02 2.79758535e-02 2.99972221e-02]",[0.42843208 0.57436985],[0.41469693 0.370188  ],17.865715,0.0,0.017865716,0.010351463,0.0,0.0,False,True,1000
"[ 2.4395707e-01  3.7840226e-01  9.8099718e+00  1.9769879e-01
 -9.2982091e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.2594745e+00  2.1814840e-02  2.0739234e-03  0.0000000e+00
  1.3231058e-01  5.9594095e-02  3.4923512e-02  3.4074482e-02
  3.5163168e-02  3.5529789e-02  3.2979473e-02  2.9876243e-02
  2.8904600e-02  3.0192353e-02  3.0755583e-02  3.0445265e-02
  3.1333078e-02  3.0936437e-02  5.6819804e-02  1.3254111e-01
  2.3093227e-01  2.1295108e-01  2.2173539e-01  2.0996849e-01
  2.1803114e-01  2.1038710e-01  1.7986077e-01  1.8224622e-01
  1.9982064e-01  1.9588371e-01  1.9039190e-01  2.0506211e-01
  2.1254233e-01  2.3656380e-01  2.1838191e-01  2.0849617e-01
  8.0044337e-02  6.2867790e-02  5.2682988e-02  4.2764485e-02
  4.4960588e-02  4.5081623e-02  4.7618229e-02  5.3687301e-02
  5.8467183e-02  5.8767956e-02  5.7085868e-02  5.1635638e-02
  5.0918426e-02  6.3862301e-02  7.0074767e-02  8.3185218e-02]","[6.5903811e+00 1.8238218e+01 8.1854523e-10 1.8374366e-01 4.8411258e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0083063e+00 1.2652798e-01
 1.2299184e-01 0.0000000e+00 5.4917511e-02 1.6857667e-02 1.0708669e-02
 1.0706812e-02 1.1645685e-02 1.1667683e-02 9.8313848e-03 8.7176478e-03
 8.6970814e-03 9.0203993e-03 9.3360506e-03 9.2921359e-03 9.3514267e-03
 9.5032137e-03 1.9227332e-02 5.4485429e-02 6.4533651e-02 6.0091920e-02
 6.6970140e-02 6.6562019e-02 7.3631696e-02 6.9731139e-02 5.8312144e-02
 5.8290642e-02 6.6865996e-02 6.7341842e-02 6.5906495e-02 6.5983921e-02
 6.4941704e-02 7.0779249e-02 6.1772659e-02 5.8883581e-02 2.4383795e-02
 2.1697247e-02 1.6662560e-02 1.4304906e-02 1.5726989e-02 1.6146008e-02
 1.7556375e-02 2.0442516e-02 2.4158033e-02 2.4768913e-02 2.3906987e-02
 2.1098316e-02 2.0672990e-02 2.8526409e-02 2.5714401e-02 2.9989416e-02]",[0.12703265 0.7424459 ],[0.367583   0.22139785],3.9612553,0.0,0.0039612553,0.0031661952,0.0,0.0,False,True,1000
"[ 2.3221098e-01  3.7098571e-03  9.8099718e+00  1.8026453e-01
 -4.9610525e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.1031284e+00  5.1956223e-03 -4.5379955e-02  0.0000000e+00
  1.1240008e-01  4.8249491e-02  3.6801074e-02  3.7361085e-02
  3.8587689e-02  4.0084179e-02  4.2406656e-02  4.6993185e-02
  4.9033247e-02  4.3763503e-02  3.8167018e-02  4.0751599e-02
  4.4518553e-02  4.6400495e-02  6.9541343e-02  1.2785219e-01
  2.5583568e-01  2.2731920e-01  1.9526060e-01  2.0284538e-01
  2.0650108e-01  2.2420374e-01  2.0679380e-01  1.9664429e-01
  2.1326956e-01  2.5466523e-01  2.4612266e-01  2.3680276e-01
  2.5525010e-01  2.7563384e-01  2.5878137e-01  2.4916163e-01
  6.0888160e-02  4.9090575e-02  4.3676235e-02  5.1906228e-02
  7.9449899e-02  7.5561732e-02  6.1510529e-02  6.0238052e-02
  5.4339997e-02  4.7449932e-02  4.2974804e-02  4.9982872e-02
  6.0744777e-02  6.1550561e-02  6.8334065e-02  7.6138601e-02]","[6.6543827e+00 2.0244184e+01 8.1854523e-10 1.7396158e-01 5.3159397e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.5319409e+00 1.3174608e-01
 1.1616760e-01 0.0000000e+00 4.7862992e-02 1.3175726e-02 1.1936452e-02
 1.2105937e-02 1.2668222e-02 1.3317420e-02 1.4059562e-02 1.5156321e-02
 1.5821220e-02 1.4273842e-02 1.2476006e-02 1.2637135e-02 1.3732316e-02
 1.3952202e-02 2.1348648e-02 4.7372323e-02 7.1095563e-02 7.1036682e-02
 6.3654624e-02 6.5910242e-02 6.5798521e-02 7.4105039e-02 6.6998027e-02
 6.6499747e-02 6.8400130e-02 8.1321076e-02 7.7673092e-02 7.1327478e-02
 7.6441228e-02 8.1531577e-02 7.7721789e-02 6.9071285e-02 2.1819264e-02
 2.1202827e-02 1.8226132e-02 1.7176658e-02 3.7477162e-02 2.9199285e-02
 2.3776345e-02 2.3228586e-02 2.1338606e-02 1.8977379e-02 1.7083308e-02
 1.8292286e-02 2.1744810e-02 2.0904651e-02 2.2711638e-02 2.6347868e-02]",[0.09403781 0.6958427 ],[0.3265574 0.279312 ],4.3242145,7.0,0.0043242145,0.0021422673,0.007,0.0069509987,False,True,1000
"[-1.2256587e-02 -2.4770220e-01  9.8099718e+00  1.5166682e-01
  3.1404884e-03  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.2071729e+00  7.7576838e-02 -2.8748324e-02  0.0000000e+00
  2.0110762e-01  1.0791487e-01  7.7278696e-02  7.1785815e-02
  7.6492064e-02  9.0428799e-02  9.3976267e-02  9.0808503e-02
  9.1656111e-02  8.7405100e-02  7.5454719e-02  5.8496665e-02
  4.2692766e-02  4.6508987e-02  5.7937555e-02  1.6324700e-01
  2.5960428e-01  2.2910862e-01  2.3387207e-01  2.3325454e-01
  2.1402062e-01  2.0330489e-01  2.0133106e-01  2.0819339e-01
  2.5618029e-01  2.8026736e-01  2.7867484e-01  2.8663403e-01
  2.9750732e-01  3.0396137e-01  2.8475946e-01  2.8209504e-01
  6.6198237e-02  7.6908723e-02  7.8800134e-02  6.7661375e-02
  6.2266231e-02  6.0054287e-02  5.8428522e-02  6.1346602e-02
  6.0812764e-02  5.8102913e-02  7.6592572e-02  1.1596870e-01
  1.2503868e-01  8.7665521e-02  6.2168483e-02  6.2597528e-02]","[5.95339012e+00 1.81247711e+01 8.18545232e-10 2.75978506e-01
 1.15468115e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.35946345e+00 1.27917543e-01 1.15237758e-01 0.00000000e+00
 1.02366157e-01 4.76080030e-02 3.94612066e-02 3.63510549e-02
 3.98217924e-02 4.85702232e-02 4.89795133e-02 4.60989885e-02
 4.59587686e-02 4.41440791e-02 3.84839401e-02 3.16248164e-02
 2.23774202e-02 2.52767708e-02 2.68067326e-02 7.62370899e-02
 5.68852760e-02 5.83838932e-02 6.75268248e-02 6.83740303e-02
 6.56954050e-02 6.19901568e-02 6.23954087e-02 6.23883754e-02
 7.04029202e-02 7.15226755e-02 6.58235252e-02 6.52896762e-02
 7.08586276e-02 6.98862448e-02 6.09945878e-02 6.01691343e-02
 2.87060402e-02 3.37137245e-02 3.52132134e-02 2.90162843e-02
 2.78113931e-02 2.61401422e-02 2.52157636e-02 2.72716898e-02
 2.66800374e-02 2.41784174e-02 3.12724747e-02 4.56957184e-02
 5.12328707e-02 3.44758071e-02 2.63865478e-02 2.65022367e-02]",[0.04071523 0.7274617 ],[0.4845619 0.2537967],15.89007,0.0,0.01589007,0.009128274,0.0,0.0,False,True,1000
"[ 1.3470013e-01 -2.0689309e-02  9.8099718e+00  1.1868043e-01
 -4.4006959e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.3227503e+00 -5.7737209e-02  2.0265704e-02  0.0000000e+00
  7.8888871e-02  3.8503133e-02  1.8180406e-02  1.6788032e-02
  1.6454984e-02  1.4515086e-02  1.0237576e-02  7.1947058e-03
  6.4391177e-03  6.7674736e-03  7.2196270e-03  7.6115243e-03
  8.4749153e-03  1.1365279e-02  2.4975715e-02  6.8125963e-02
  1.9542238e-01  2.2321819e-01  2.0077609e-01  1.9626772e-01
  1.8088506e-01  1.5871292e-01  1.3637365e-01  1.1997587e-01
  1.4006622e-01  1.6801955e-01  1.7849229e-01  1.8608613e-01
  1.8204929e-01  1.8714201e-01  1.7444594e-01  1.6876815e-01
  1.2333079e-02  1.5331509e-02  4.0060110e-02  6.9605552e-02
  6.5425605e-02  5.0314788e-02  3.3405952e-02  1.9248784e-02
  1.5588479e-02  1.2257531e-02  1.1764613e-02  1.1599392e-02
  1.2702402e-02  1.3062726e-02  1.2271611e-02  1.2131549e-02]","[6.52882767e+00 1.97421284e+01 8.18545232e-10 1.82519421e-01
 7.07820505e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.59159803e+00 1.17356665e-01 1.28898889e-01 0.00000000e+00
 4.39020880e-02 1.40173901e-02 8.06819089e-03 7.20037846e-03
 6.94513507e-03 6.01136452e-03 3.41254659e-03 2.63667805e-03
 2.61188997e-03 2.74580624e-03 2.83554406e-03 2.89273076e-03
 3.20993387e-03 3.72771942e-03 8.81993957e-03 2.65162438e-02
 7.13085756e-02 8.23837891e-02 6.62608519e-02 6.32189587e-02
 6.13246858e-02 6.29940033e-02 5.44042028e-02 4.65045199e-02
 5.41383214e-02 6.58348799e-02 7.24149495e-02 7.71246329e-02
 7.15356544e-02 7.22488165e-02 6.22674339e-02 6.04116097e-02
 4.65457281e-03 5.36896614e-03 1.50564564e-02 3.28831151e-02
 2.60166135e-02 2.26873532e-02 1.39143458e-02 9.51863825e-03
 7.48921838e-03 5.23178978e-03 5.02481544e-03 4.82960511e-03
 5.11596724e-03 5.10191638e-03 4.87469975e-03 4.61245980e-03]",[0.07436591 0.770191  ],[0.34611407 0.16617532],0.95675635,0.0,0.00095675635,0.002169153,0.0,0.0,False,True,1000
